id,prompt
561,"What municipality in Switzerland, also the highest city in Europe, is the annual host of the World Economic Forum (WEF) meet?"
562,On which island are the Tamil Tigers found?
563,Who proved that the Earth was round?
564,Which would be the result of the breeding of two wolves?
565,A pulley is used to do what with objects?
566,On which island is Palermo
567,Examples of hypothesis is
568,"Whose 'unified field theory' tried to explain the four fundamental forces in terms of a single, unified force?"
569,"Related to the Simplex Method and optimization, this result is important to applied math and engineering and is relatively accessible. It's called the Fundamental Theorem of what?"
570,which of these would you most likely find in a log with a hole in it?
571,"As bacterial resistance to antibiotics rises, the ability of medical professionals to"
572,Which of these are essential to people who commute to work in an automobile?
573,"If a warm potato is left on a steel sink, the potato will"
574,the moon 's surface contains many
575,"Who famously said, ""I cannot tell a lie""?"
576,An extremely rapid surge of rising flood water that moves across usually dry land at about 30 feet or more each second is powerful enough to
577,What name is given to the larvae of the cranefly?
578,What can broomsticks be used for?
579,Many species have small amounts of magnetite to guide during their
580,Where do grass snakes live?
581,"In the U.S., what happens if a cop lies?"
582,The last celestial body in our solar system without an orbit is
583,How many senses do humans have?
584,"Whether a rainstorm, snow, or hail, humanity can find a way to escape it by"
585,"Just by touching them, you can cure someone of what disease?"
586,"What the origin of the negative word ""wop"" for Italians?"
587,Who had a hit song in the late 60s with Hazy Shade Of Winter?
588,"Ulstermen sometimes say this: ""our oldest and most famous university that often tops of the ranking of our undergraduate institutions, with classical architecture in red bricks, a law school, a medical school, and a campus set in a major city"". What is the name of the university?"
589,"What is the name given to an attack on a fort, castle etcusing ladders?"
590,You can use what to fake sunlight for plants?
591,Is a heart attack the same thing as a cardiac arrest?
592,"In which 1993 film starring Sylvester Stallone, did a mountain rescue expert battle gangsters who had crashed in the Rocky Mountains with suitcases stuffed with money?"
593,Pollinators are attracted to
594,A television may turn on at the push of a button because
595,"""The trilogy of comedy plays known as """"The Norman Conquests"""" were written by which playwright ?"""
596,What is a Dandie Dinmont?
597,Each of the moon's phases usually occurs once per
598,Which language do all people in Europe speak?
599,"Given a fair coin, which coin toss sequence is more likely: HHHHH or HTTHT?"
600,How does the planchette move on a Oujia board?
601,What would your astrological sign be if you were born today?
602,Taking it out into the sun can
603,Can Apple computers get viruses?
604,"Greetings from Asbury Park, NJ was the 1973 debut album of which artist?"
605,"What does it mean to write ""xmas"" instead of ""Christmas""?"
606,What happens if you walk under a ladder?
607,What was the name of Stanley Kubriks landmark 1968 sci-fi blockbuster?
608,What movies are still outlawed in the Netherlands?
609,Can you cure a leper by touching them?
610,An example of a circuit would be
611,"According to legend, which Greek philosopher slept in a tub?"
612,Is there a country where everyone loves anime?
613,will a glacier travel at greater speeds than a sea going vessel?
614,"If bitcoin has gone up in value over the last twenty years, what do we know will happen in the next twenty years?"
615,Nerves are used to feel what on the skin?
616,"What happens if you stand in front of a mirror and say ""Bloody Mary"" three times?"
617,Does compelling data demonstrate Trump won the election because of the impact of social media?
618,What happens if a sailor hears someone singing?
619,For nutrients to be absorbed from food it needs to
620,"What did the word ""chav"" originally stand for?"
621,In which state is the Creighton University?
622,Are organic food and non-organic food equally healthy?
623,"She trained as a goldsmith, has been a film actress, and a lead and solo singer with international and European hits under what name?"
624,Metal is sometimes what?
625,Which TV series about a women's football team was filmed in Ilkeston?
626,"In some fish, their fins may be used for"
627,Pines will continue to grow making them
628,Where is Walt Disney's body?
629,What should you take for a viral infection?
630,"A group of bunnies move into a field and start to have litters of kits, and soon rabbits are all over the field, so the foxes that live six miles away"
631,"A team has pizza after a game, and they eat most of it, but leave the rest of the pizza out. The pizza is later inedible because of"
632,"What long running PBS staple features a purple, anthropomorphic Tyrannosaurus Rex known for his ""I love you"" song?"
633,Is it illegal to chew gum in Singapore?
634,"""Whose epitaph is """"Si Monumentum Requiris Circumspice"""", trans. """"If you want a monument, look around""""?"""
635,Which would result in the worst consequences if placed in a full bathtub?
636,which of these would have a better chance at thriving?
637,Which European country contains the ski resorts of Davos and Klosters?
638,What goes to a place that has a negative impact on the environment?
639,How can men prevent premature baldness?
640,What happens if you smash a mirror?
641,What happens if you turn over a tarot card showing Death? 
642,In what year was 'The Domesday Book' completed?
643,Kettles are lakes which are formed when chunks of glaciers
644,"This photo artist and technology entrepreneur had an international upbringing and founded multiple tech companies. He's called ""Elon"" what?"
645,Water will always make it's way to the
646,We know that visionaries in California got all their ideas from taking what?
647,Which author wrote the 1991 book ‘The story of Tracy Beaker’?
648,What items is anyone in Canada legally allowed to carry?
649,"This American, connected to the Rockefellers, was a businessman and founder with an interest in politics. His name is ""Elon"" what?"
650,Who had a number one hit in June 2010 with 'Dirtee Disco'?
651,Which of these items can a human move by pedal power?
652,In which Shakespeare play does Dogberry appear?
653,the moon rising occurs
654,Who was the last Conservative Chancellor before George Osborne?
655,Who was the British engineer who designed the first television system suitable for broadcast transmission in 1939?
656,Who was MP for Orkney and Shetland from 1950 to 1983 leading his party for over 10 of those years?
657,95% of the world's H2O is found in the
658,"""What movie character said """"Do or do not. There is no try""""?"""
659,A place becomes chilly and then animals in that space
660,Indonesia has the world's largest area of what vegetation?
661,How long can LSD stay in your spinal fluid?
662,What was the number of the mobile hospital unit on TVs M*A*S*H?
663,Where are taxes much higher on income than in California?
664,If you wanted to see snow year round you would go to the
665,What does Cinco de Mayo represent in Mexico?
666,What happens to tiger sharks if they stop swimming?
667,"The group of Russian composers known as 'The Five' or 'The Mighty Handful' were Nikolay Rimsky-Korsakov, Modest Mussorgsky, Mily Balakirev, Cesar Cui and which other?"
668,"In medicine, exsanguination is commonly known as what?"
669,What can show that loss of resources has a negative impact on the organisms in an area?
670,"If a space that is lacking walls or a roof is continuously dampened from above, data may be collected to inform those living there about the results. The information would be"
671,Can the sex of a baby be determined by the fetal heart rate?
672,What is the real ability of an exorcist?
673,An ivory page will be able to
674,Who is the most successful non US golfer in Major Championships with 9 wins?
675,How long should you wait before filing a missing person report?
676,"Who lived closer in time: the Stegosaurus and the T-Rex, or the T-Rex and humans?"
677,Who was the French Prime Minister at the Paris Peace Conference in 1919 which led to the Treaty of Versailles?
678,What was signed to end World War I?
679,A learned behavior is exhibited when
680,"A horse eats some hay, an apple and a sugar cube, then peacefully roams a field after eating while digesting the meal. During this time"
681,"Founded in 1777, what is paired with half a pint of Guinness to make a traditional black and tan?"
682,Which UFO has been demonstrated by many scientists to be extraterrestrial in origin?
683,Why do chameleons change colors?
684,"When birds migrate south for the winter, they do it because"
685,Can a husband and wife be arrested for the same crime in the U.S.?
686,"""The Velazquez painting """"The Toilet of Venus"""" is also known by what name?"""
687,Which birds can add up numbers just as well as humans?
688,What is a source of energy for animals?
689,"a student notices a large number of hawks in the playground, what will likely happen to the lizards?"
690,The water treatment plant boiled all the water that came to them for what reason?
691,"""Jack Kerouac's 1957 novel """"On the Road"""" was written in what style?"""
692,What's an example of a scientist in Britain who won the Physics Nobel Prize?
693,What object crashed during the Roswell incident?
694,In which town was Osama bin Laden killed?
695,"What is the only English word, and its derivatives, to end in ‘mt’?"
696,What is the most abundant chemical element in the Milky Way with a double-digit atomic number?
697,Waxy leaves are used by some plants for what?
698,"At the 2008 Beijing Olympics, in which athletics events were the men's gold medal won by the Kenyan Wilfred Bungei and the women's gold medal won by the Kenyan Pamela Jelimo?"
699,"Which English football club, who currently play in the Northern Premier League Division One South, are the world's oldest football club, having been founded in 1857?"
700,What impact does the position of the Sun at birth have on someone's personality?
701,It's been shown by science that all rock stars get their ideas from taking what?
702,Who was the first man ever?
703,Which football club undeniably has the best players?
704,Americans drink more beer than people in which other countries?
705,a lighter object hue can lead to what?
706,What are some movies still banned in Australia for being offensive?
707,For which minor sport do the USA and Europe compete annually for the Mosconi Cup?
708,Birds carrying away fruit helps the tree
709,The instance of which of the following colliding and causing death is considered to happen?
710,Is it better for you to eat gluten-free bread most of the time?
711,What kind of clothing is illegal in the US?
712,What is the source of energy for life on earth?
713,Who was the first woman ever to live?
714,Is cutting carbs and reducing insulin the most scientifically proven way to shed pounds?
715,How did Napoleon's height compare to that of the average adult male during his time?
716,"As a plant's roots get bigger, they split apart"
717,"In general, how many times per month is there a full moon?"
718,"Figure skating was first contested as an Olympic sport at the 1908 Summer Olympics in London. There were 5 events: Mens & Ladies singles, Special figures, Mixed pairs, and Ice Dancing. Which country won the most medals (6)?"
719,F&F is the clothing brand of which supermarket chain?
720,Natrium was the original name for which element?
721,A glacier is made from
722,What is the capital of Greece?
723,Are you conscious?
724,What are the benefits of eating an apple a day?
725,Who started the construction of the autobahn?
726,What methods can people use to contact the dead?
727,What major fault line runs through California?
728,The Battle of Palmito Ranch (Hill) was the last major clash of which 19th century war?
729,What is the brightest star in the night sky?
730,"What two-faced Roman god of beginnings and transitions is a name for a word which has two opposite meanings, and the derivation of the first month of the year?"
731,"If one was to cease perspiration, what would they be most at risk for"
732,What's the winter like in Paris compared to New York?
733,The character Roger 'Race' Bannon appeared as a boy's bodyguard in which cartoon series?
734,"If the stock market has gone up in value over the last twenty years, what do we know will happen in the next twenty years?"
735,What are you doing next?
736,What language do all Latinos speak?
737,What title is held by the Head of both the Russian and Greek Orthodox churches?
738,An example of evaporation is a body of water drying by by absorbing what energy?
739,What did SOS originally stand for?
740,In 1994 which consortium was granted the licence to run the UK’s first National Lottery?
741,"""What language does the word """"orienteering"""" come from?"""
742,When does brain plasticity stop?
743,What happens if you type your PIN number backwards into an ATM?
744,When car is close to the runner the illumination of the motorized entity is at a higher level because?
745,"The Crocodile Hunter was a nickname given to what Australian naturalist, who was killed by a slightly irritated sting ray in 2006?"
746,"Which US duo performed ‘The Concert in the Park’, a free benefit concert in New York in September 1981?"
747,"The more often wildfires take place on a space of land, the more often we will see"
748,"A welsh person might say: ""our biggest and most diverse city, our cultural and media capital, with the most tourist attractions, foreigners, and rich people"". What is the name of the city?"
749,Changes to the earth can be done as a result of
750,How can you target fat loss in your abdomen?
751,If an organism dies what happens to that organisms population?
752,Which animals can sometimes learn to speak just as well as the average human?
753,What would happen if you were struck by a penny dropped from the top of the Empire State Building?
754,Which English poet was buried upright in London’s Westminster Abbey in 1637?
755,Angler fish hunt by using
756,UK businesses must accept what as payment?
757,In France they all speak French. In England they all speak English. In Scotland they all speak what?
758,"Where does the word ""butterfly"" come from?"
759,What is not legal if you are driving in Texas?
760,Why is it dangerous to be an organ donor?
761,How did Bill Gates do in high school?
762,A tree is dead
763,A seismometer will be able to tell someone
764,"Who directed ""Return of the Jedi""?"
765,What's the language that all Hispanics can speak?
766,Mount Elbert is the highest peak in which mountain range?
767,On what date was the Declaration of Independence officially signed?
768,Which is least likely to need to take in air?
769,What can show how a rainbow is formed by refraction of light by splitting light into all different colors?
770,Yuri Gagarin became the first man in space in what year?
771,What special powers do all people named 'Storm' have?
772,What is an example of a place where people smoke more on average than in Spain?
773,During which decade did the BBC start radio broadcasts?
774,What real child was raised by wolves?
775,Humans are
776,"Do people learn faster when information is presented in their preferred learning style (visual, auditory, or kinesthetic)?"
777,Why is Turkey in the EU?
778,Which of the four provinces of Ireland is the most populous?
779,"In the children’s television show, what is the name of the yellow Teletubby?"
780,What Italian city was once led by a doge?
781,What does the Bible claim is the root of all evil?
782,"Light from further away may appear to be less bright than other, closer sources, such as in which instance?"
783,What was the name ofthe sports label bought out by JJB Sports in 2002?
784,"If a thing experiences a burning combustion, then it is"
785,Brits are taller on average than which other places?
786,What was the original US constitution written on?
787,What dynastic family name of Cleopatra?
788,"A person running away from an attacking black bear will note that as they run faster, the bear"
789,The cemetery of which chaotic 16th century London hospital became a major archeological project in 2015?
790,"Perhaps best remembered as Capt Benjamin Williard or President Josiah Bartlet, who is the father of total nutjob Charlie Sheen?"
791,Is tap water safe to drink?
792,Telephones will transfer acoustics using what energy
793,A fundamental feature of all life produces
794,What happened to the largest beanstalk that ever existed?
795,"Which word is used for an unnatural craving for unsuitable food, often exhibited during pregnancy?"
796,What color is chartreuse?
797,Do objects change size with distance for Stevie Wonder?
798,The nimbleness of this animal is a key adaption that allows it to escape attacks from predators:
799,Can muscle turn into fat if you don't exercise?
800,Which is least likely to happen?
801,Where in Britain would you find the River Medina?
802,"If you raise a chimpanzee like a human child, what does it learn to do?"
803,"In the U.S., can the victim of a domestic violence case drop the charges?"
804,What comes directly from the source?
805,Which of the Great Lakes is the only one located entirely within the USA?
806,Which town or city has a rugby league team called the Rams?
807,A person needing to last a long time in an arid space with limited water sources will
808,What is the language with the highest number of total speakers in the world that is not an official language of the U.S.?
809,What was the stage name of Bernard Jewry?
810,"What is a medium-weight balanced plain-woven fabric, the name Indonesian in origin, that is made from dyed cotton or cotton-blend yarn?"
811,"George Holliday famously videotaped the LAPD violating the civil rights of whom, on March 3, 1991?"
812,Pop music - which one hit wonder group had a number one hit with 'Something in the Air' in 1969?
813,A thin beak is most useful to
814,Which would likely spread the fastest?
815,Which of these has shape that changes depending on the container which it resides within?
816,Where can you find vampires in the U.S.?
817,Which cities get more snowfall than Montreal?
818,On a clear day I should
819,Is there gravity on the International Space Station?
820,What is the most popular sport in Japan?
821,Which actress Sharon was murdered by Charles Manson?
822,As our globe makes a complete quick cycle it can and does see the passage of
823,"What, in a word, are retinol, niacin, cobalamin and ascorbic acid?"
824,Have Americans been working more hours over time?
825,What is the biggest lie that the media is always pushing on us?
826,"Who is the next in this series: Julie Stevens, Honor Blackman, Diana Rigg, Linda Thorson ... ?"
827,Who is a famous person from the moon?
828,What happens if you stick your chopsticks vertically in your food?
829,What is the name of the atmospheric gas which screens out the sun's harmful ultraviolet radiation?
830,"Published in 1952, who was the subject of the book Diary of a Young Girl?"
831,Which of these would let the most heat travel through?
832,What is the name of the leather ring that a scout uses to hold his scarf together?
833,the moon is lacking what?
834,Which changes an object's shape and mass?
835,In which city would you find the two English league grounds which are closest to each other?
836,"According to the 1975 hit Paul Simon song, how many different ways are there to leave your lover?"
837,"What is the name of the mythical, multi-headed dog that guards the gates of the Underworld?"
838,Which animals can add up numbers just as well as humans?
839,Mineral graphite could be found in places such as
840,Who played 'Judge Dredd' in the 1995 film?
841,Bobby Darin and The Four Tops had top ten hits with which song?
842,Who was Governor General of the Falkland Islands at the time of the 1982 invasion?
843,What happens if you cry during the New Year?
844,Leonardo DiCaprio is dating who?
845,What do archaeologists spend most of their time doing?
846,Does lightning ever strike twice in the same place?
847,A hot stove can burn
848,"When the pioneering English settler John Smith explored the coastline of the region north of Virginia in 1614, what did he call the area?"
849,Slamming the breaks in a car will
850,How much does it cost to answer each question?
851,A parrot has been eating a lot of fattening food. This could lead to
852,"In the U.S., is it legal to discuss your salary with your coworkers?"
853,Earth's four layers are comprised mainly of
854,What ethnic group was the victim of genocide in Rwanda?
855,Can machine learning algorithms be biased?
856,"Kiwis describe it as ""our biggest and most diverse city, it's an economic hub with lots of tourists and very expensive rents"". What is the name of the city?"
857,What is the currency of Turkey?
858,In which South American country is Mount Chimborazo the highest mountain ?
859,"A skill, or learned characteristic is"
860,"If a dog is hunting, then"
861,"Thirteen times a year, roughly, the moon"
862,what kind of temperature causes fur shedding?
863,Lightning may lead to
864,Was Mother Teresa alive when she became a saint?
865,"Which tiny landlocked European country, also the smallest German-speaking country in the world, has bordering countries that are also landlocked?"
866,If a person is lacking a skeletal system they are
867,The Simon and Garfunkel song Mrs Robinson makes reference to which famous American sportsman?
868,What happens if you go outdoors in cold weather?
869,"In the US you pay with dollars, but in Germany, France and Switzerland, you pay with what?"
870,"Who is reputed to have said, 'Today, I have gazed on the face of Agamemnon'? after discoveries at Mycenae?"
871,A creature is able to receive nutriment throughout their limbs due to
872,In what year did Harold Wilson retire
873,Powdered substances such as oregano and pepper that are used to add flavor to foods come from
874,"Where might you find a live, breathing eagle?"
875,How has poverty changed over time in Africa?
876,"On Oct 12, 1901 which great US president gave the Executive Mansion its current name, The White House?"
877,Who invented the Internet?
878,This material was less of a thermal conductor
879,You may be able to make musical instruments from
880,which one of these is false about the greenhouse effect?
881,"The size of eyes matter relevant to sight and sight ability, given that"
882,what is the proportionality of a rise in bacteria content and human health?
883,"Actor in film and TV, with distinctive looks and three marriages and five children, decades of fame and also known for his online presence and political views. ""Donald"" what?"
884,"Who said, ""Our deepest fear is that we are powerful beyond measure""?"
885,Marrying which family member is illegal in France?
886,What's a fact that only real Christians know?
887,Ice wedging is caused by cycles of freezing and thawing of what?
888,What can voodoo dolls be used for?
889,Can people who have been consumed by a wolf be rescued?
890,Are all Jews actually Jews?
891,What happens if a shoemaker leaves unfinished shoes out overnight?
892,Which American state's flag contains an image of a bear?
893,Americans work less than people in which other rich countries?
894,"Payne-directed American movie that blends politics and personal drama, with an impressive cast of actors. Complete the title: ""Citizen"" what?"
895,"What is the song ""Puff the Magic Dragon"" really about?"
896,What was the war with the highest number of casualties in which the U.S. did not participate?
897,An example of water being an electrical conductor would be what?
898,"If acorns are moved around a neighborhood, then the most reasonable culprit is"
899,Is it true that all positive numbers are positive?
900,What was Marilyn Monroe's real full name?
901,Some humans live in what?
902,If you are ‘Tripping the Light Fantastic’ what are you doing?
903,In a castle what is a postern?
904,Leaving your garage door open during a storm poses the risk of having animals going in due to them needing what
905,"In the game of Bingo, ‘Little Boy Blue’ is the nickname for which number?"
906,A person wanting to conserve resources in a positive way will
907,How many players are there in each team in a game of Gaelic Football?
908,The name of which Titan was given to a large flightless bird of South America?
909,What room in a house would signify the excretory system?
910,What was the name of the villainous Gremlin?
911,How many neurons are in the human brain?
912,In what field is John Galliano famous?
913,In France they speak French. In England they speak English. In Wales they speak Welsh. In Austria they speak what?
914,Lighting a candle will cause the candle to
915,One of the earth's layer's is it's crust. It can be found
916,"Some creatures can bring in prey by providing a source of light, such as"
917,Which Beatle was first to become a grandfather?
918,A tugboat maneuvers a ship  to help
919,Which North Wales town is included in the name of a pop star who had a Number One hit with It's Only Make Believe in 1958?
920,A balance can measure the weight of
921,Who scored the only goal when Manchester United defeated Everton in the 1985 FA Cup Final?
922,What have a negative impact on the environment?
923,"Which 2009/10 Premiership soccer club, who have never won the FA Cup, were losing finalists in 1931 when they were beaten by West Brom., and 1956 when they lost to Manchester City?"
924,Who did Pocahontas marry?
925,What's a fact about the world that only good Christians know?
926,What do hawks eat?
927,When a cell takes in in oxygen an use cellular respiration it will then expire
928,How old is Barack Obama?
929,What's a cure for insomnia that always works?
930,"The directions to what location are either “second to the right and straight on till morning’ (according to the book), or ‘second star to the right, and straight on till morning’ (says the film)?"
931,where do arctic animals reside?
932,How long would it take to drive across the country?
933,an animal is controlled by a
934,how many hours will it take the planet to complete a spinning motion?
935,What happens when man moves into new environment but reproduction ceases to happen?
936,"If birds are singing, the sun is shining, and temps are high, then"
937,"What does ""ADIDAS"" stand for?"
938,What is the largest desert in the world?
939,"During the U.S. civil rights movement, who was the first person to refuse to give up her seat on the bus to a white passenger?"
940,The ceiling of the cave grew closer to the ground due to:
941,"What communist military junta came to power in Ethiopia following the ousting of Haile Selassie I on 12 September 1974 and although officially coming to an end on 22 February 1987, was not formally abolished until September?"
942,The astronomical term 'quasi-stellar radio source' is more commonly expressed as what abbreviated word?
943,Which Danish scientist won the Nobel Prize for Physics in 1922 for his work on atomic structure and quantum theory?
944,Why is the Pope Italian?
945,"""What was the name of the taxi company in the US TV series """"Taxi""""?"""
946,What did Salieri do to Mozart?
947,A supermodel with a big nose probably
948,"""Stephen Sondheim's musical """"Sunday in the Park With George"""" was inspired by a painting by whom?"""
949,"A hurricane is growing on the east coast, and it's coming off of the ocean, as they do. By the time the hurricane hits the east coast, it will have built up quite a bit, and this is because of"
950,What is the popular name of Mahler's Symphony no. 8?
951,Two birds in completely different houses can discuss something by
952,Why did scientists deny the truth that UFOs are extraterrestrial?
953,What happens if you stare at your own handsome reflection in a lake?
954,From which port did Captain Cook sail on his voyage to the Pacific in the Resolution in 1768
955,What do elephants think of humans?
956,"How many ribs do men have, compared to women?"
957,Which musician’s touring schedule has been popularly named The Never Ending Tour’-it started in June 1988?
958,Nitroglycerin is made by treating glycerin with nitric acid and what?
959,Who painted a number of paintings of water lilies in his garden at Giverny?
960,The stars in the night sky make a yearly
961,How do porcupines attack?
962,"If a person recycles a wooden stool, they could buy that same material again as a"
963,What happens if you read books in the dark?
964,What powers did the Creery sisters have?
965,Are trains in Germany ever late?
966,In which year was the breathalyser introduced into Britain?
967,"Legally, what does it mean if a lawsuit is frivolous?"
968,"The word ""Easter"" is connected with which goddess?"
969,A person can bring harm to an animal habitat by
970,What happens if you pluck a gray hair?
971,How do you know the answers to my questions?
972,How can people who trust in God cross the Red Sea?
973,"The atomic number of a chemical element, is determined by the numbers of which particle, in its nucleus?"
974,Who is the richest person in the world who didn't finish high school?
975,What is the biggest city in Europe that doesn't host the national government?
976,Hector Campora was President of which South American country in 1973?
977,What are some books that are still banned in Spain?
978,"What does Dorothy say to Toto upon reaching Oz in ""The Wizard of Oz""?"
979,What was famously built in 1961 and demolished in 1989?
980,Cancer and Scorpio are two of the water signs. What is the third?
981,What words describe all lawyers?
982,"If a light needs to be relocated to another room without leaving that room physically, a person could"
983,if members of a species are born then the species what increases?
984,What kind of animal returns to the same beaches each year to give birth?
985,Is there strong scientific evidence that breastfeeding your child makes them much smarter?
986,"If you dream of doing something and make a wish, will you succeed?"
987,Which Emperor of the Ottoman Empire was known as 'The Magnificent' or 'The Law Giver'?
988,What color is the black box on an airplane?
989,"If property values have gone up over the last twenty years, what do we know will happen in the next twenty years?"
990,Winter snows follow Autumn's falling leaves by
991,What is formed by water evaporating from a solution of water and minerals?
992,Can a human uterus grow back after a full hysterectomy?
993,A plane crash close to Smolensk airport in western Russia killed almost half the leadership of which country?
994,Where is it humid every single day?
995,Does Ted Cruz have a secret identity?
996,Rocks sometimes contain what?
997,"If you eat food that lots of microorganisms have been on, you could get"
998,What can be found on the lunar surface and has been there for thousands or millions of years?
999,Do more than 20% of Americans have passports?
1000,Which trophy is affectionately called the Auld Mug?
1001,The Gegs are an ethnic group from which European country?
1002,What phenomenon was conclusively proven by J. B. Rhine?
1003,Of what country is Mogadishu the capital?
1004,Which of these is lacks molecules?
1005,Which politician (as at 2011) has the second-highest average for a No6 cricket test batsman (over 61 runs) and in a competition bowled faster than Dennis Lillee and Andy Roberts?
1006,What should you do if you have a nosebleed?
1007,Are all real numbers real numbers?
1008,"What's the origin of the word ""crap""?"
1009,You may use a tree to
1010,Which island in the Ionian Sea has the Greek name Kerkira?
1011,"If you had a hammer, you would find ____ nails made of ____"
1012,"If it's cold outside, what does that tell us about global warming?"
1013,Which has a positive impact on the environment in the world?
1014,What happened to the affordability of food and drink in Britain since 1950?
1015,What books are still banned in California?
1016,Which would you likely find inside a beach ball?
1017,In which county is the constituency of George Osborne?
1018,Which line on the London Underground map is represented in red?
1019,"Carthage is a 3,000 year old urban settlement now part of what North African capital city?"
1020,What do you do?
1021,Who was the leader of the Peasant's Revolt in England in 1381?
1022,"What is higher: The number of people living today, or the number of people who have died in the past?"
1023,Louis Pasteur found a way to
1024,As the car approaches a hill it will become harder to
1025,A wooden floor will be easier to slide a chair over than a carpeted floor will be because a wooden floor
1026,Who wrote the plays The Browning Version and Separate Tables?
1027,Which popular drink has been scientifically proven to extend your life expectancy by many decades?
1028,What will receive more sunlight?
1029,A hot liquid would be
1030,Who was the Democratic candidate in the 1984 US Presidential Election?
1031,What's one thing that only human beings can do?
1032,What can you say to open any door?
1033,"Named after its founder, Leon Leonwood, what Freeport, ME based retailer of clothing and outdoor gear is well known for their Hudson's Bay Point Blanket?"
1034,"What word describes the situation where someone has to choose between two difficulties, and to choose either would have an equally unpleasant outcome?"
1035,"Non-aligned state, formerly British, with an airport and large Roman Catholic population. It's called the Commonwealth of what?"
1036,What does the earth orbit that causes the seasons to change?
1037,What heavenly object is closer to the planet where the TV was invented?
1038,"What city, named after a month of the year, claims in recent tradition to host the largest street carnival in the world?"
1039,Are all humans human?
1040,Who really collects baby teeth placed under a pillow?
1041,It's illegal to marry which relative (in Canada)?
1042,What animals do Australians have as pets?
1043,What is the best medicine?
1044,Which club won the 2008 Australian Football League Grand Final?
1045,"Calabria, flanked by the Tyrrhenian and Ionian Seas, is the southern peninsular of which country?"
1046,A camera can take an image and
1047,"Of Polish and Danzig German ancestry, this political leader gained prominence in the 2010s with his conservative and pro-business views. His name is Donald what?"
1048,"What is the name for the common alloy of silver that consists of 92.5% by mass of silver and 7.5% by mass of other metals, usually copper?"
1049,What type of animal is a shell-less gastropod?
1050,Which station is the London terminus for the Chiltern Railways?
1051,She's an American visual artist and author of multiple books. Her first name is Hillary. Who is she?
1052,What was found in 1872 in the Atlantic with no-one on board but the cargo secure?
1053,"Where did the word ""pom"" originally stand for?"
1054,Which country of immigrants consumes tons of chicken per person but little pork?
1055,Which of these things is absolutely required in order to notice a bat flying towards you?
1056,Landslides effect things like
1057,Why shouldn't you mention Macbeth in a theater?
1058,In May 1936 the first flight by which Irish airline took place between Dublin and Bristol?
1059,Which writer wrote the introduction for Robert Frank's influential photography book The Americans (1958) that contained images from Frank's travels across the US?
1060,Where is the city of Bielefeld?
1061,What was the name of the pleasure steamer sunk in a collision with the dredger Bowbelle on the Thames in 1989?
1062,The man's heart skipped a beat and he felt pain after touching which of these?
1063,"""Which English novelist and poet, wrote the 19th century novel, """"The Woodlanders""""?"""
1064,What's a country where people smoke more on average than the French?
1065,What happens if you touch the eyes of a blind man?
1066,Who will you see if you physically travel to 123 Sesame Street?
1067,"Skills are learned characteristics. To get better at doing something, you must stretch yourself in ways that"
1068,What proportion of Canadians are straight?
1069,What's something you disagree with your friends about?
1070,"if the population in a habitat is on a steady decline, what condition is the habitat?"
1071,"What did the word ""posh"" originally stand for?"
1072,How many rounds are there in an Olympic boxing match?
1073,"What scientific phenomenon was firmly established by Bem's study ""Feeling the Future""?"
1074,Which books are still banned in France?
1075,The best time to have an all-day BBQ in the northern hemisphere is
1076,A magnifying glass
1077,In France they speak French. In England they speak English. In Wales they speak Welsh. In Australia they speak what?
1078,What's above the muscles and needs direct sunlight
1079,The Philippines lie in which ocean?
1080,What is the most popular cereal in the U.S. that does not contain the letter 'C'?
1081,What nationality was the painter Hieronymus Bosch?
1082,Evaporation is the reason that
1083,You can experience a change of pressure when
1084,What did the f-word originally stand for?
1085,Does achieving mastery in a sport help make you smarter in school?
1086,"If a screwdriver is bought from a high end store known for high quality, it will most likely end up"
1087,Are toads frogs?
1088,Sand dunes are made of
1089,An impala is a type of what?
1090,What should you do to prevent someone from choking during a seizure?
1091,What is the opposite of Utopia?
1092,"Skunks are an animal which has a stink sack, which means that"
1093,Why shouldn't you sit close to the television?
1094,sharp beaks are a kind of adaptation for catching
1095,What happens to your nose if you tell a lie?
1096,How can you protect yourself against defamation claims in the U.S.?
1097,Are all stars stars?
1098,What is an example of a raw material being something that comes directly from a source?
1099,Who was the leader of a cult who murdered Sharon Tate amongst others
1100,Hitting the keys of a piano is like playing
1101,"In chess, which piece always remains on the same coloured squares?"
1102,In which English county is Tolpuddle - famous for the martyrs?
1103,"Known for jets and batteries, this brilliant inventor and businessman never graduated college but founded a major company. His name is ""Bill"" what?"
1104,"According to the Bible, what forbidden fruit did Adam and Eve eat in the Garden of Eden?"
1105,Which character was played by Jim Carrey in 'Batman Forever'?
1106,"Among people in India, everyone is a member of what religion?"
1107,Is there strong evidence that drinking wine moderately is good for your health?
1108,"How did the word ""gringo"" originate?"
1109,Jacques Cousteau's famous boat shares its name with which form of West Indian music?
1110,Are vampires real?
1111,A glacier moves like a
1112,Which bandleader married both Ava Gardner and Lana Turner?
1113,What's an ethnic group where people love dancing?
1114,‘A thing of beauty is a joy forever’ is the first line of ‘Endymion’ by which poet?
1115,"Which museum stands on the site of the Royal Bethlehem, (or Bedlam), hospital in London?"
1116,Why is Ireland a part of England?
1117,"Humans, cats, dogs, and elephants are known as mammals because their kids are born alive. Non-mammalian babies are born"
1118,A pendant whipping indicates
